appid,name,developer_id,developer_name,rate,rate_num,supplier,size,genre,compatibility,language,age,copyright,price
671352640,月相超级,1689975869,Fascinating Projects,4.8,117,Fascinating Projects Pty Ltd,20.9 MB,天气,iPhone设备需装有iOS14.1或更高版本。iPad设备需装有iPadOS14.1或更高版本。iPod touch设备需装有iOS14.1或更高版本。,德文， 法文， 英文,4+,免费,"Premium Upgrade
¥148.00


Yearly Subscription
¥50.00


Enable Extra Notifications
¥15.00


Monthly Subscription
¥13.00"
679580783,鲁大师 -性能评测,679580786,"Chengdu Qiying Science and Technology Co., Ltd.",4.2,"4,676","Chengdu Qiying Science and Technology Co., Ltd.",22.5 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,英文,4+,版权所有 ©成都奇英科技有限公司,免费
438714223,Record,428569026,Cofina Media,3.0,1,"Cofina Media, SGPS, S.A.",108.4 MB,新闻,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"Record Premium Mensal
¥27.00


Premium Record
¥368.00


Premium Record
¥263.00


Premium Record
¥45.00


Record Premium
¥418.00


Record Premium
¥253.00


Record Premium
¥148.00


Record Premium
¥53.00


Record Premium
¥25.00"
6450181386,问题答案,1692174312,Hasan Eren,-1,0,Hasan Eren,27.4 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© Hasan Eren,免费
358305912,POLITICO,358305915,"POLITICO, LLC",4.9,77,"POLITICO, LLC",101.6 MB,新闻,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,英文,4+,©POLITICO,免费
1273698225,年糕妈妈-辅食-育儿-母婴,1185192334,杭州智聪网络科技有限公司,4.3,"1,816","Hangzhou ZhiChong Network Technology Co.,Ltd.",183.9 MB,健康健美,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,12+，偶尔/轻微的医药或医疗信息,免费,"6糕点
¥6.00


25糕点
¥25.00


68糕点
¥68.00


98糕点
¥98.00


108糕点
¥108.00


198糕点
¥198.00


388糕点
¥388.00


298糕点
¥298.00


音乐启蒙--你们听过描写“沼泽”的音乐吗？
¥6.00


吃饭脏乱差、不听话？还不是你不会教
¥18.00"
380248105,手电筒。,321178305,7th Gear,4.6,7.4万,7th Gear,39.8 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 俄文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 日文， 法文， 泰文， 瑞典文， 简体中文， 繁体中文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 韩文， 马来文,4+,免费,"删除广告
¥8.00"
1530961288,卡普喔-异地恋爱情侣日常记录闺蜜日记软件,1526984442,"Chongqing Shengna Technology Co., Ltd",4.7,1.9万,"Chongqing Shengna Technology Co., Ltd",427.9 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© kapuou.com,免费甜心糖果，¥1.00，，，特价VIP，¥30.00，，，600心心，¥6.00，，，1200心心，¥12.00，，，1800心心，¥18.00，，，2500心心，¥25.00，，，月度VIP，¥18.00，，，54金币，¥6.00，，，季度 VIP，¥48.00，，，9800心心，¥98.00
488528128,iDaily · 每日环球视野,364264742,iDaily Corp.,4.9,2.2万,iDaily Corp.,97.7 MB,报刊杂志,iPad设备需装有iPadOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"iDaily 月度会员
¥3.00


iDaily 年度读者
¥30.00"
6449963667,工学計算,1691257862,Sajid Rajpoot,1.0,2,Sajid Rajpoot,4.4 MB,工具,iPhone设备需装有iOS13.2或更高版本。iPod touch设备需装有iOS13.2或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© Jape,免费
1571615121,中医精华-人体穴位针灸中药方剂大全药膳食疗健康营养食谱,1565944575,艳霞 王,4.8,"4,073",艳霞 王,284.8 MB,医疗,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"终身VIP (永久使用, 无广告无使用限制)
¥198.00


一个月VIP无广告无限制使用权限
¥22.00


六个月VIP无广告无限制使用权限
¥88.00"
796870199,工银融e联,404569366,Industrial and Commercial Bank of China,3.6,5万,Industrial and Commercial Bank of China,403 MB,财务,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文， 英文,17+，频繁/强烈的竞赛，赌博，偶尔/轻微的烟酒或毒品使用或相关内容，偶尔/轻微的模拟赌博,© Copyright 2011 ICBC. All rights reserved.,免费
1634158335,红果小说-热门全本小说,1658937908,"Beijing Bimo Liuxiang Technology Co., Ltd.",3.1,179,"Beijing Bimo Liuxiang Technology Co., Ltd.",168.7 MB,图书,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 北京笔墨留香科技有限公司,免费
1478601599,天文通 - 星图、晴天钟、天象、星空指南,1478601598,Changrong Xu,4.4,99,Changrong Xu,127.1 MB,天气,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 2023 Changrong Xu,免费
525635672,中国银行缤纷生活,525635675,中国银行,3.4,"4,988",Bank Of China Card Center,202 MB,财务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,4+,© 中国银行,免费
1443988726,英语单词卡 - 学习英语每日常用基础词汇,1359053133,让梨,4.8,"1,241","Shanghai Rangli Education & Technology Co., Ltd",65.9 MB,参考资料,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,日文， 简体中文， 繁体中文， 英文,4+,免费,"购买完整版
¥15.00"
1528930997,开薪运动-走路记步健康管理软件,1463362157,Wuhan Youlin Science & Technology,4.6,"9,332","Wuhan Youlin Science & Technology Co.,Ltd.",75.5 MB,健康健美,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,简体中文,4+,© 2019 Wuhan Youlin,免费
834700626,天成账号管家,612758053,tiancity,2.3,"2,364","Shanghai Posts & Telecommunications Technology Co., Ltd.",40.1 MB,效率,iPhone设备需装有iOS12.1或更高版本。iPod touch设备需装有iOS12.1或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,"Copyright © 2020 Shanghai Posts & Telecommunications Technology CO.,LTD",免费
1618707004,翻来翻趣 - 冰箱陈列师 收纳达人大师,1637074679,FUNPUZZLE,4.4,"1,868","P-Dragon.Technology Co.,Ltd.",208.6 MB,生活,iPhone设备需装有iOS11或更高版本。iPad设备需装有iPadOS11或更高版本。iPod touch设备需装有iOS11或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 印度尼西亚文， 德文， 意大利文， 日文， 法文， 泰文， 简体中文， 英文， 葡萄牙文， 西班牙文， 越南文， 韩文， 马来文,12+，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的现实暴力,© P-Dragon Ltd.,免费
1614022293,Replit- Code anything,1614022295,Replit,4.9,12,"Replit, Inc",35.4 MB,软件开发工具,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,英文,4+,免费,"Hacker
¥598.00


Hacker
¥58.00


Pro
¥1,698.00


Pro
¥148.00"
1551265055,金蝶云-一站式企业管理云服务,537554956,Kingdee International Software Group Company Limited,4.2,89,Kingdee International Software Group Company Limited,80 MB,商务,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,17+，无限制网页访问,©2021金蝶软件（中国）有限公司,免费
1562956070,账号牛-王者和平游戏账号估价平台,1551609064,剑锋 陈,2.4,258,剑锋 陈,79.3 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，偶尔/轻微的卡通或幻想暴力,© 账号牛,免费
1523275886,快清理-手机相册管家,1509208168,Joyous Blade,4.3,"1,659","Joyous Blade Co., Ltd",32.2 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"Cleaner周会员
¥35.00


Cleaner年会员
¥478.00"
1345897750,飞翔的红蜻蜓,1345897749,北京知行灵动科技有限公司,1.1,394,"Beijing Zhi Xing Ling Dong Co.,Ltd.",13.5 MB,健康健美,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 北京知行灵动科技有限公司,免费
1157358462,政务密信-保障政府机关通信安全！,1048850291,"Hangzhou AKEY.ME Co., Ltd.",4.9,107,"Hangzhou AKEY.ME Co., Ltd.",103.9 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文， 越南文,4+,"© 2014-2023 Hangzhou AKEY.ME Co.,Ltd.",免费
1495012987,任意花官方版—借钱贷款平台,1227691944,元丰小额贷款股份有限公司,2.8,522,"Harbin Yuanfeng Microfinance Co.,ltd.",69.8 MB,财务,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© Zhang Fan,免费
779363176,House Designer,454688082,Scott Meyers,4.5,123,Scott Meyers,47.7 MB,图形和设计,iPhone设备需装有iOS15.0或更高版本。iPad设备需装有iPadOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。Mac设备需装有macOS11.1或更高版本。,丹麦文， 乌克兰文， 俄文， 加泰罗尼亚文， 匈牙利文， 印度尼西亚文， 土耳其文， 希伯来文， 希腊文， 德文， 意大利文， 捷克文， 斯洛伐克文， 日文， 法文， 波兰文， 泰文， 瑞典文， 简体中文， 繁体中文， 罗马尼亚文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,免费,"Premium for macOS
¥98.00


Premium for iOS
¥38.00"
1587659179,翻译-实时对话语音翻译&智能拍照翻译识别,1587659181,"Guangzhou Zhixin Network Technology Co., Ltd.",4.4,610,"Guangzhou Zhixin Network Technology Co., Ltd.",30.8 MB,效率,iPhone设备需装有iOS11.4或更高版本。iPad设备需装有iPadOS11.4或更高版本。iPod touch设备需装有iOS11.4或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"拍照语音实时对话精准翻译Max
¥298.00


拍照语音实时对话精准翻译Pro
¥38.00"
839537579,Prêt-à-Template,839537582,Prêt-à-Template,4.4,"8,086",PRET A TEMPLATE CRIACAO E COMERCIALIZACAO DE SOFTWARE DE MODA LTDA,478.5 MB,图形和设计,iPhone设备需装有iOS16.0或更高版本。iPad设备需装有iPadOS16.0或更高版本。Mac需要macOS 13.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 土耳其文， 德文， 意大利文， 日文， 法文， 泰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 阿拉伯文， 韩文,4+,免费,"无限访问 - 考验
¥38.00


无限访问
¥88.00


无限访问 - 最超值
¥298.00


Chess Pattern
¥15.00


Tailoring Pattern
¥15.00


Animal Print
¥15.00


Floral Pattern
¥15.00


Winter Pattern
¥15.00"
1669892653,hgá3723,1668941809,VYZ MUSIC FREE APPLICATION,5.0,1,VYZ MUSIC COMPANY LIMITED,12.9 MB,工具,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,乌克兰文， 克罗地亚文， 加泰罗尼亚文， 捷克文， 斯洛伐克文， 日文， 简体中文， 芬兰文， 英文， 葡萄牙文,4+,© com.mixedmuliimathematics.ios,免费
1377925652,好医生-助力医护学习成长,916087460,Beijing Healthonline Technology Development Co. Ltd.,2.2,939,"Beijing Healthonline Technology Development Co., Ltd.",155.5 MB,医疗,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，频繁/强烈的医药或医疗信息,免费,"您将花费1RMB购买1金币
¥8.00


您将花费30RMB购买30金币
¥38.00


您将花费12RMB购买12金币
¥15.00


您将花费1298RMB购买1298金币
¥1,298.00


您将花费6RMB购买6金币
¥8.00


您将花费88RMB购买88金币
¥88.00


您将花费288RMB购买288金币
¥298.00


您将花费98RMB购买98金币
¥98.00


您将花费488RMB购买488金币
¥498.00


您将花费328RMB购买328金币
¥328.00"
1202851636,Mantra - Daily Affirmations,1163620335,Broftware House Yazilim Tasarim Anonim Sirketi,4.8,8,Broftware House Yazilim Tasarim Anonim Sirketi,209.9 MB,健康健美,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 土耳其文， 德文， 法文， 英文， 葡萄牙文， 西班牙文,4+,免费,"Mantra Premium - 3 Months
¥63.00


Mantra Premium Annual
¥193.00


Mantra Premium Lifetime
¥498.00


Mantra Premium Annual
¥98.00


Mantra Premium Annual
¥73.00


Mantra Premium Annual
¥138.00"
1484048379,腾讯会议-多人实时视频会议软件,473924491,"Tencent Technology (Shanghai) Co., Ltd",2.5,"2,150","Tencent Technology (Shanghai) Co., Ltd",275 MB,商务,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac设备需装有macOS10.11或更高版本。,简体中文， 繁体中文， 英文,4+,免费,"腾讯会议会员连续包月
¥25.00


腾讯会议会员1个月
¥30.00


腾讯会议会员12个月
¥288.00


腾讯会议会员3个月
¥88.00


腾讯会议会员连续包月
¥25.00


1个月腾讯会议专业版（25人）
¥168.00


1个月腾讯会议专业版（50人）
¥348.00


1个月腾讯会议专业版（100人）
¥588.00


12个月腾讯会议专业版（25人）
¥1,498.00


3个月腾讯会议专业版（25人）
¥488.00"
1625325863,Gs Fit,1625325865,"Shenzhen Guangsu Shidai Technology Co., Ltd",3.5,32,"Shenzhen Guangsu Shidai Technology Co., Ltd",189.9 MB,健康健美,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,乌克兰文， 俄文， 印度尼西亚文， 土耳其文， 希伯来文， 德文， 意大利文， 捷克文， 日文， 法文， 波兰文， 波斯文， 泰文， 瑞典文， 简体中文， 繁体中文， 缅甸文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 阿拉伯文， 韩文,12+，偶尔/轻微的医药或医疗信息,© Copyright@深圳市光速时代科技有限公司,免费
1594322263,NFT Creator ·,1572642630,360 Company LLC,4.8,48,360 COMPANY BILISIM TEKNOLOJILERI REKLAMCILIK MEDIKAL TURIZM SANAYI VE TICARET LTD STI,134.9 MB,图形和设计,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"NFT Creator Pro ,Nft Art Maker
¥98.00


NFT Creator & Maker Yearly Pro
¥318.00


NFT Creator & Maker Weekly Pro
¥38.00"
1591303229,Vinegar - Tube Cleaner,475577301,And a Dinosaur,4.3,3,And a Dinosaur,757.3 KB,工具,iPhone设备需装有iOS15.0或更高版本。iPad设备需装有iPadOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。Mac设备需装有macOS10.15或更高版本。,英文,4+,© 2021-2022 And a Dinosaur,¥15.00
1625423896,黑洞加速器-网络优化工具,1625423898,"Jiangsu Akso Network Technology Co., Ltd.",1.6,181,"Jiangsu Akso Network Technology Co., Ltd.",31.2 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"连续包月
¥48.00


连续2月
¥88.00


连续包年
¥398.00


连续半年
¥288.00"
1643638305,悦空间-Yue Space,1636432407,xiang wang,1.7,372,xiang wang,64 MB,工具,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,法文， 简体中文， 英文,4+,© 2022 Alexendre Wang,免费
1631043879,美易美妆 - 妆容迁移术,1630868858,宝林 辛,4.4,16,宝林 辛,194.5 MB,健康健美,iPhone设备需装有iOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。,简体中文， 英文,4+,免费,"美易美妆
¥38.00"
1572962636,棉棉月历 - 超可爱的大姨妈预测助手&记录经期状态,1227265173,"Chongqing Caochen Technology Co., Ltd.",4.6,"7,083","Chongqing Caochen Technology Co., Ltd.",309.3 MB,健康健美,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"会员连续包月服务
¥1.99


棉棉月历永久VIP会员
¥30.00


棉棉月历VIP包年
¥18.00


棉棉月历月度VIP会员
¥6.00


棉棉月历年度VIP会员
¥18.00


棉棉月历新春大礼包
¥12.00"
1012491820,知音漫客-看二次元漫画平台大全,1173092530,小明太极(湖北)国漫文化有限公司,4.9,5.9万,"XiaomingTaiji (Hubei) Guoman Culture Co., Ltd.",116.3 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 英文,4+,免费,"210元宝
¥3.00


700元宝
¥8.00


1380元宝
¥18.00


知音漫客VIP会员-连续包月
¥20.00


4025元宝
¥58.00


10天VIP
¥12.00


月度VIP
¥28.00


8230元宝
¥98.00


新人会员3个月VIP
¥48.00


700星币
¥8.00"
475966832,"同程旅行-订酒店机票火车票,低价打车",475679669,"Tongcheng Network Technology Co., Ltd.",4.6,10.3万,"Tongcheng Network Technology Co., Ltd.",311.6 MB,旅游,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 繁体中文， 英文,17+，赌博，偶尔/轻微的模拟赌博，频繁/强烈的竞赛,© 同程旅行网,免费
1064781305,FiF口语训练-学生版,1053005788,北京科大讯飞教育科技有限公司,1.4,"4,093","Beijing Iflytek Education Technology Co., Ltd",125.7 MB,教育,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"每天一个英式思维
¥8.00


冰雪通识英语
¥58.00"
1077248962,塔读小说-热门网络原创小说阅读app,521676892,"Beijing YiTian XinDong Network Tech Co., Ltd.",4.3,"1,733","Beijing YiTian XinDong Network Tech Co., Ltd.",121 MB,图书,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，偶尔/轻微的成人或性暗示题材，偶尔/轻微的惊悚或恐怖题材，无限制网页访问,免费,"首次购买1个月会员6元
¥6.00


连续包月
¥8.00


购买1个月会员12元
¥12.00


2张金票3元
¥3.00


10张金票12元
¥12.00


5张金票6元
¥6.00


购买12个月会员108元
¥128.00


50张金票60元
¥58.00


购买6个月会员60元
¥68.00


15张金票18元
¥18.00"
1622363409,自动点击器-超多功能小工具软件,1592423372,春雷 张,1.8,108,春雷 张,18 MB,效率,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"永久会员特权
¥58.00"
1625118793,看吧视频-最热最新视频,unknown_Did,,1.9,21,"Beijing Xinrui Changtong Technology Co., Ltd.",18.3 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,12+，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的现实暴力，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的卡通或幻想暴力,© Mengwen Tang,免费
1525684187,恋爱话术-脱单神器话语库,1501313091,"Suzhou Caichuang Network Technology Co., Ltd.",4.9,"1,712","Suzhou Caichuang Network Technology Co., Ltd.",37.9 MB,参考资料,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,9+，偶尔/轻微的成人或性暗示题材，偶尔/轻微的亵渎或低俗幽默,© Caichuang 2020 @ Copyright,免费
1478616872,TC卡藏,1478616871,创因子(北京)网络科技有限公司,4.5,"1,880","Chuangyinzi Beijing Network Technology Co., Ltd.",158.4 MB,体育,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"21卡豆
¥30.00


70卡豆
¥98.00


35卡豆
¥50.00


140卡豆
¥198.00


371卡豆
¥518.00


714卡豆
¥998.00"
1643105796,得力爱探索,1063630776,"Deli Group Co., Ltd.",4.1,11,"Deli Group Co., Ltd.",982.8 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,"© 2018 Deli Group Co., Ltd.",免费
880576601,券妈妈优惠券-购物省钱App,880576604,"Anhui Zhihu Information Technology Co., Ltd.",3.3,"1,476","Anhui Zhihu Information Technology Co., Ltd.",74.8 MB,购物,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,简体中文， 英文,17+，赌博，频繁/强烈的竞赛,"© 2016 Anhui Zhihu Information Technology Co.,Ltd.",免费
576216555,慢速英语-英语新闻学英语听力,576170873,"Shanghai Yingxun Information Technology Co., Ltd",4.9,1.1万,"Shanghai Yingxun Information Technology Co., Ltd",116.9 MB,报刊杂志,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"连续包月尊享VIP
¥19.00


年卡
¥98.00


终身VIP卡
¥598.00"
1618401162,口袋鸡与奇异蛋,1509153243,厦门橙裂科技有限公司,3.8,4,"Xiamen Chenglie Technology Co., Ltd.",99.5 MB,游戏,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文,4+,"© 2022 Xiamen Chenglie Technology Co., Ltd.",免费
1606880999,曝光台-随手拍交通违章不文明行为,1436011032,"Shanghai Dujiang Information Technology Co.,Ltd.",1.9,345,"Shanghai Dujiang Information Technology Co.,Ltd.",57.4 MB,导航,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,© 2022@CarIll,免费
6448911185,拼图-宫格 - 淄博游玩通,1684652812,元 张,4.5,203,元 张,31.7 MB,工具,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© ZiboPlay,免费
1564054014,灸固升,1153894693,深圳市灸大夫医疗科技有限公司,-1,0,"Shenzhen Dr.Moxibustion Medical Science & Technology Co., Ltd",4.3 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,© 2021 jiudaifu Inc.,免费
1638068385,公主小镇世界- 公主游戏公主布置房间公主装扮小游戏大全,1633574223,Meta Apps Inc,4.3,"3,779",Meta Apps Inc,197.9 MB,娱乐,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,丹麦文， 俄文， 博克马尔文挪威文， 印度尼西亚文， 土耳其文， 希腊文， 德文， 意大利文， 日文， 法文， 泰文， 瑞典文， 简体中文， 繁体中文， 芬兰文， 英文， 荷兰文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,免费,"公主游戏
¥8.00"
489833171,美颜实验室，只需轻轻一点，给你美丽容颜。,441457221,VicMan LLC,3.1,68,VicMan LLC,161.1 MB,摄影与录像,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 德文， 意大利文， 日文， 法文， 简体中文， 英文， 葡萄牙文， 西班牙文， 韩文,4+,免费,"1-month PRO makeup & effects
¥33.00


1-year PRO facetune filters
¥68.00


Saving to Camera Roll
¥15.00


风格 PRO 效果
¥8.00


颜色 PRO 效果
¥8.00


去除广告
¥8.00


背景 PRO 效果
¥8.00


灯光 PRO 效果
¥8.00


Stylized effects
¥8.00


Remove watermarks
¥8.00"
