appid,name,developer_id,developer_name,comm_count,recomm_count,screenshots_count,rate,rate_num,version,update_content,supplier,size,genre,compatibility,language,age,copyright,price
1171321498,网易红彩-足球篮球比分直播平台,910462528,"NetEase Media Technology (Beijing) Co., Ltd.",0,11,0,4.5,"7,968",版本 11.8.1,修复了已知问题,"NetEase Media Technology (Beijing) Co., Ltd.",142.6 MB,体育,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 英文,17+，频繁/强烈的竞赛，赌博，偶尔/轻微的模拟赌博,免费,"60红豆
¥60.00


88红豆
¥88.00


6红豆
¥6.00


30红豆
¥30.00


188红豆
¥188.00


650红豆
¥618.00


8点周卡
¥108.00


388红豆
¥388.00


交叉盘1场6元
¥6.00


VIP-1个月服务
¥268.00"
933106331,慢慢买-查询历史价格全网比价软件,933106330,"Yuyao Shangyi Network Co.,Ltd.",0,8,0,4.1,"2,134",版本 4.3.72,1、搜索功能全网同款的规格弹窗内增加热销属性标签。,"Yuyao Shangyi Network Co.,Ltd.",68.8 MB,购物,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，偶尔/轻微的烟酒或毒品使用或相关内容，频繁/强烈的竞赛，偶尔/轻微的色情内容或裸露，赌博,"© yuyao shangyi network co.,ltd.",免费
395096736,去哪儿旅行-预订特价酒店机票火车票平台,395090628,Beijing Qunar Information Technology Company Limit,0,9,0,4.8,43.9万,版本 5.1.0,【机票】暑期机票低价购 往返次卡499起【酒店】嗨玩夏日单单享低价 酒店85折起【火车】学生专享补贴购票 黑科技在线换座【门票】暑期景点提前订 最高立减30元【度假】暑期旅游 东南亚低至1688起【境外酒店】港澳+海外酒店5折起,Beijing Qunar Information Technology Company Limit,202.8 MB,旅游,iPhone设备需装有iOS10.0或更高版本。iPad设备需装有iPadOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文,17+，频繁/强烈的竞赛，赌博,© 北京趣拿信息技术有限公司,免费
1453347489,天气-精准实时天气,1383154758,doudoubird,0,12,0,4.7,"1,263",版本 1.5.8,每一次升级，都在努力成为你理想的样子～1.预处理日出日落时间问题，避免因为日期导致的bug2.更改生活指数数据过多导致的页面错误,"Beijing Doudou bird Technology Co., Ltd.",137.7 MB,天气,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,4+,免费,"连续包月会员
¥3.00


连续包年会员
¥24.00


连续包季会员
¥7.00"
1234793120,App Store Connect,284417353?mt=12,Apple,0,12,0,4.8,"9,150",版本 1.12.1,提升稳定性并修复错误。,Apple Distribution International,21.1 MB,软件开发工具,iPhone设备需装有iOS15.0或更高版本。iPad设备需装有iPadOS15.0或更高版本。iPod touch设备需装有iOS15.0或更高版本。,俄文， 德文， 意大利文， 日文， 法文， 泰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 韩文,4+,© 2023 Apple Inc.,免费
1316860583,McDonald's Hong Kong,532500645,MHK Restaurants Limited,0,6,0,2.2,213,版本 4.8.67,We now support American Express payment. Order ‧ Pay ‧ Take ‧ It’s this simple!,MHK Restaurants Limited,69.4 MB,美食佳饮,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,简体中文， 繁体中文， 英文,4+,© MHK Restaurants Limited,免费
1509675688,榕树借条-信用分期贷款借钱,1296154758,"Guangzhou ShuRong Microcredit Co., Ltd.",0,8,0,3.2,240,版本 3.40.0,——快速审核版，简化功能，提升审核效率；——优化贷款流程，审核时间缩短至3分钟，5-10分钟即可到账；——加固隐私保密，个人信息安全不泄露——修改展示bug，体验更完美,"Guangzhou ShuRong Microcredit Co., Ltd.",57.9 MB,购物,iPhone设备需装有iOS8.0或更高版本。iPod touch设备需装有iOS8.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，无限制网页访问,"© Copyright @2017 Guangzhou ShuRong Microcredit Co., Ltd.",免费
423514795,中国工商银行,404569366,Industrial and Commercial Bank of China,0,12,0,3.0,12.5万,版本 8.1.0.6.1,1、明细：明细详情页新增支持查询完整收、付卡号信息；2、碳空间：我的碳能量新增月度收支图表，支持按月查看碳能量的收支汇总，体验更清晰；3、月度账单：我的资产展示可一键直达资产诊断链接，财富管理更高效；4、智申请：支持登录后使用预约申请储蓄卡功能，操作更便捷；5、其他：天天盈、发现页签等功能均有优化，手机银行性能提升；注意：1、本期上线后，手机银行2022年6月版及以前版本需升级；2、iOS系统要求：11.0及以上,Industrial and Commercial Bank of China,449.6 MB,财务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 英文,17+，赌博，偶尔/轻微的烟酒或毒品使用或相关内容，频繁/强烈的竞赛，偶尔/轻微的模拟赌博,© Copyright 2011 ICBC. All rights reserved.,免费
588673713,酷我音乐-好音质用酷我,1057391528,"Kuwo Tianjin Co., Ltd.",0,9,0,4.8,50万,版本 10.5.3,【音悦俱乐部】用户等级、勋章全新上线，快来解锁你的等级权益【性能优化】修复已知问题，使用更流畅,"Kuwo Tianjin Co., Ltd.",568 MB,音乐,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,17+，频繁/强烈的色情内容或裸露，赌博，频繁/强烈的成人或性暗示题材，偶尔/轻微的惊悚或恐怖题材，频繁/强烈的竞赛,免费,"豪华VIP-连续包月
¥15.00


1个月音乐包自动续订
¥8.00


1个月音乐包
¥8.00


酷我3元充值卡
¥3.00


酷我8元充值卡
¥8.00


听书会员连续包月
¥6.00


1个月豪华VIP+听书自动续订
¥19.00


酷我1元充值卡
¥1.00


豪华VIP自动续订
¥45.00


1个月豪华VIP
¥18.00"
387109554,QQ安全中心,292374531,Tencent Technology (Shenzhen) Company Limited,0,12,0,2.5,2.7万,版本 6.9.40,修复了功能展示错误问题修复了部分 Bug,Tencent Technology (Shenzhen) Company Limited,34.9 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问,© 腾讯科技,免费
1358107315,手机铃声制作 - 铃声设置助手大全,1327776332,Sujuan Chen,0,12,0,4.9,75万,版本 1.9.09,修复了提词器可能无法播放的问题；修复了其他已知问题并优化体验；,Sujuan Chen,34.6 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,俄文， 印地文， 印度尼西亚文， 土耳其文， 德文， 意大利文， 日文， 法文， 泰文， 简体中文， 繁体中文， 英文， 西班牙文， 越南文， 韩文， 马来文,4+,免费,"移除广告
¥22.00"
1495536308,充电助手 - 高清充电动画屏保充电提示音,1454617571,东海 刘,0,10,0,4.5,3.8万,版本 3.0.9,1 优化充电功率算法2 优化电池日志文件的分析,东海 刘,47.8 MB,参考资料,iPhone设备需装有iOS13.0或更高版本。iPad设备需装有iPadOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"高级版
¥15.00


永久专业版
¥28.00"
590246583,恋爱记-情侣必备空间爱情日记软件,590246586,"Wuhan DiDi Technology Co.,Ltd.",0,8,0,4.9,50.7万,版本 9.9.8,优化了一些小问题,"Wuhan DiDi Technology Co.,Ltd.",421.9 MB,工具,iPhone设备需装有iOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,简体中文， 英文,17+，偶尔/轻微的色情内容或裸露，频繁/强烈的成人或性暗示题材,© 2022 Didi-Tech,免费连续包月情侣VIP会员，¥19.00，，，48恋爱币，¥6.00，，，1张我爱你补签卡，¥25.00，，，6元礼包，¥6.00，，，24恋爱币，¥3.00，，，60钻石，¥6.00，，，单人永久VIP会员，¥19.90，，，12元惊喜福利，¥12.00，，，144恋爱币，¥18.00，，，永久情侣VIP会员，¥30.00
1559859897,FacePlay - AI变装AI绘画特效写真,1557196578,INNOVATIONAL TECHNOLOGIES LIMITED,0,7,0,4.8,24.4万,版本 3.3.18,-错误修复和性能改进,INNOVATIONAL TECHNOLOGIES LIMITED,194.5 MB,摄影与录像,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 土耳其文， 德文， 意大利文， 日文， 法文， 波兰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 韩文,12+，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的色情内容或裸露,免费,"FacePlay-周会员
¥17.00


连续订阅年会员
¥398.00


连续订阅月会员
¥38.00


20张写真
¥8.00


60金币
¥8.00


连续订阅季会员
¥88.00


连续订阅月会员
¥53.00


连续订阅半年度会员
¥128.00


200金币
¥22.00


连续订阅年会员
¥198.00"
1431720653,DJI Mimo,599957686,DJI,0,12,0,4.0,"3,312",版本 1.9.0,1. 新增适配 Osmo Mobile 6（浅银灰）2.手机云台智能跟随升级至 6.0，跟随效果更加稳定，支持机型详见官网手机兼容列表3.Osmo Mobile 6 系列新增桌面俯拍模式，可以在静态拍摄中获得更大的俯仰灵活度,"SZ DJI TECHNOLOGY CO., LTD",955.3 MB,摄影与录像,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,俄文， 印度尼西亚文， 土耳其文， 德文， 意大利文， 日文， 法文， 波兰文， 泰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 韩文,4+,© 2018 DJI,免费
493466318,丁香园 - 助力中国医生成长,1367362303,杭州联科美讯生物医药技术有限公司,0,6,0,4.7,1.1万,版本 9.44.0,1、支持创作者快速查看自己的全部“病例库收录帖”，查看路径：进入首页-点击“病例库”-点击右上角“我的收录”-进入「创作管理」页，即可查看自己全部的“病例库收录帖”2、App端直播回放支持倍速，提升用户学习体验在丁香园论坛 20 余年的发展历程中，病例讨论一直是最受欢迎的专业交流之一。各位站友在这里发布了超过 40 万个病例帖子、引发了超过 400 万次讨论和高达 6亿次浏览。我们期待，「丁香园临床病例数据库」将成为医学同道们的宝库，方便大家查看来自不同医院、地区、科室的病例、诊疗经验和治疗方案，为临床实践提供更丰富的参考。该数据库将持续更新收录病例信息，我们诚邀您继续在丁香园论坛中分享更多真实病例，这将成为其他医生的宝贵经验和学习资源，也将帮助更多患者。,"Hangzhou Lianke Meixun Biology Pharmaceutical Technology Co., Ltd.",135.9 MB,医疗,iPhone设备需装有iOS13.1或更高版本。iPad设备需装有iPadOS13.1或更高版本。iPod touch设备需装有iOS13.1或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问，偶尔/轻微的医药或医疗信息,免费,"丁香币30元
¥30.00


丁香币388元
¥388.00


丁香币1元
¥1.00


丁香币12元
¥12.00


丁香币328元
¥328.00


丁香币298元
¥298.00


专业版PLUS 1个月会员
¥45.00


丁香币98元
¥98.00


丁香币268元
¥268.00


专业版1个月会员
¥30.00"
954995415,京东到家-买菜水果1小时达,1019545592,JD,0,12,0,4.9,27.5万,版本 8.33.0,1、首页促销活动入口展示优化，页面更简洁、选择更高效、活动更丰富，快来选购心动已久的品牌商品吧 2、首页商家列表优化升级，支持一屏展示更多商家，商家优惠信息、商品信息一览无余，解决您的“选择困难症”，看一眼就知道在哪买；3、到家首页更多体验优化，逐步放量中,BEIJING JINGDONG 360 DU E-COMMERCE LTD.,148.6 MB,购物,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，赌博，频繁/强烈的竞赛,© 京东JD.com 版权所有,免费
493482713,比亚迪汽车,888165335,BYD Auto Industry Company Limited,0,12,0,3.6,"5,465",版本 7.2.2,优化 | 修复部分已知问题，优化功能体验,BYD Auto Industry Company Limited,287.7 MB,工具,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,12+，偶尔/轻微的亵渎或低俗幽默，频繁/强烈的竞赛,CopyRight © BYD Company Limited. All rights reserved.,免费
1518736092,甜盐相机-清晰自然、不吃妆,1229972082,"Yiruike Information Technology (Beijing) Co., Ltd.",0,11,0,4.7,8万,版本 7.1.1,・ 新增2种3D 美颜功能新增“3D 提拉”和“3D 丰额头”美颜功能。打造更具立体感的脸型！・ 新上线“消除笔”轻松消除照片中不需要的部分・ 视频美颜手动调整使用瘦脸瘦身功能可修改视频，多人拍摄也可以单独调整个人瘦脸效果。,"Yiruike Information Technology (Beijing) Co., Ltd.",222.6 MB,摄影与录像,iPhone设备需装有iOS13.0或更高版本。iPod touch设备需装有iOS13.0或更高版本。,简体中文， 繁体中文， 英文， 韩文,4+,免费,"甜盐相机 月费会员
¥9.00


甜盐相机 年费会员
¥98.00"
471855847,浦发银行,471855890,上海浦东发展银行,0,12,0,4.9,29.7万,版本 12.1.6,持续优化用户体验,Shanghai Pudong Development Bank Co.Ltd,202.7 MB,财务,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,英文,17+，偶尔/轻微的模拟赌博，赌博，频繁/强烈的竞赛,Copyright ©2003-2011 上海浦东发展银行,免费
1490383593,国家医保服务平台,1490383592,国家医疗保障局,0,6,0,2.2,1.2万,版本 1.3.11,1.扫脸认证模块升级；2.App细节与体验优化。,National Healthcare Security Administration,231.3 MB,生活,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。,简体中文， 英文,17+，频繁/强烈的医药或医疗信息,© 2019 国家医疗保障局,免费
897422059,每日环球展览 iMuseum · iDaily Museum,364264742,iDaily Corp.,0,12,0,4.9,3.6万,版本 0.13,· 全新「重点展品」功能，探索博物馆与展览的必看展品,iDaily Corp.,98.2 MB,报刊杂志,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文， 英文,4+,免费,"iMuseum · 月度高级会员
¥3.00


iMuseum · 年度高级会员
¥30.00"
1214198511,奈斯天气-天气预报专业版,1069234813,Rong Yan,0,6,0,4.7,5.5万,版本 3.7.5,1. 新增40日超长天气预报。2. 新增天气首页显示月出时间、月落时间。3. 性能优化与问题修复。,Rong Yan,88.7 MB,天气,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"连续包月vip高级会员
¥6.00


连续包年vip高级会员
¥50.00


连续包半年vip高级会员
¥30.00"
899396335,e高速 - ETC网上营业厅,981357196,"Shandong Hi-Speed Xinlian Technology Co., Ltd",0,6,0,2.6,"2,783",版本 5.2.4,修复已知问题，提升用户体验,"Shandong Hi-Speed Xinlian Technology Co., Ltd",380.6 MB,导航,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,"© Shandong Hi-Speed Xinlian Payment Co., Ltd.",免费
1625248503,无界AI-二次元AI生成艺术-创作无限以致涌现-AI绘画工具,1473234487,"Hangzhou Super Node Information Technology Co., Ltd.",0,6,0,3.8,314,版本 3.2.6,修复已知问题，提升用户体验,"Hangzhou Super Node Information Technology Co., Ltd.",162.3 MB,图形和设计,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问,免费,"充值221积分
¥25.00


充值50积分
¥6.00


充值20积分
¥3.00


充值600积分
¥68.00


青铜权益卡
¥118.00


月卡会员
¥128.00


1200积分
¥128.00


连续包月会员
¥128.00


白银权益卡
¥233.00


充值3256积分
¥348.00"
1133056767,菜谱大全–小白学做菜做饭助手,906599898,优艺互动,0,9,0,4.9,32.1万,版本 5.5.0,1、修复已知问题,"Beijing Youyi Interaction Science and Technology Co.,Ltd",62.9 MB,美食佳饮,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,英文,4+,免费,"菜谱大全-年费会员
¥28.00


菜谱大全一个月会员
¥18.00


订阅一个月会员
¥15.00


订阅12个月会员
¥28.00


周订会员
¥18.00


订阅12个月会员
¥188.00


订阅一年会员
¥38.00


菜谱大全-年费会员
¥38.00


周订会员
¥8.00


7天会员
¥7.00"
333206289,支付宝 - 便捷生活，一点就好,333206292,"Alipay (Hangzhou) Technology Co., Ltd.",0,6,0,4.2,103.6万,版本 10.5.0,支付宝最新版来啦！解决部分已知问题，优化多项细节，体验更流畅。为了获得更好的用户体验，支付宝会在 App Store 中定期更新，建议打开 iPhone 手机「设置」-「App Store 」-「APP更新」，确保第一时间体验更好的支付宝。,"Alipay (Hangzhou) Technology Co., Ltd.",317.7 MB,生活,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。,简体中文， 繁体中文， 英文,4+,© Ant Group. All rights reserved.,免费
302584613,Kindle(电子阅读器),297606954,AMZN Mobile LLC,0,12,0,4.8,31.4万,版本 6.81.1,修复了多个错误，提升了安全和性能。,AMZN Mobile LLC,158 MB,图书,iPhone设备需装有iOS14.0或更高版本。iPad设备需装有iPadOS14.0或更高版本。iPod touch设备需装有iOS14.0或更高版本。,德文， 意大利文， 日文， 法文， 简体中文， 繁体中文， 英文， 荷兰文， 葡萄牙文， 西班牙文,12+，偶尔/轻微的亵渎或低俗幽默，偶尔/轻微的色情内容或裸露，偶尔/轻微的医药或医疗信息，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的现实暴力，偶尔/轻微的成人或性暗示题材，偶尔/轻微的烟酒或毒品使用或相关内容,免费,"770 Tokens - Kindle Vella (US)
¥68.00


368 Tokens - Kindle Vella (US)
¥38.00


140 Tokens - Kindle Vella (US)
¥15.00"
1552134957,Python3 Charm - AI 人工智能,1441899762,"Phoenix Lab Technology Co., Ltd.",0,12,0,4.5,618,版本 5.1,用户反馈问题修复一些细节问题修改,"Phoenix Lab Technology Co., Ltd.",51.8 MB,软件开发工具,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+,免费,"Python3 Charm 高级功能
¥30.00"
1006637877,儿歌点点-儿歌故事动画片益智启蒙,1020615892,北京萌宝科技有限公司,0,6,0,4.7,5.7万,版本 3.81.1,修复bug，提升性能。,Beijing Mampod Technology Co. Ltd.,437.8 MB,教育,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Apple TV设备需装有Apple tvOS9.0或更高版本。,简体中文,4+（为，0–5，岁儿童设计）,免费,"儿歌动画早教启蒙益智-连续包月会员
¥9.00


儿歌动画早教启蒙益智1个月会员
¥15.00


儿歌动画早教启蒙益智12个月会员
¥98.00


儿歌点点1个月会员（月卡）
¥12.00


儿歌动画早教启蒙益智3个月会员
¥38.00


 儿歌点点3个月会员（季卡）
¥30.00


儿歌点点12个月会员（年卡）
¥98.00


儿歌动画早教启蒙益智24个月会员
¥98.00


儿歌点点12个月会员促销
¥78.00


 儿歌点点24个月会员（两年卡）
¥158.00"
1584730935,青柠设计-海报制作&请柬邀请函&LOGO,1359599636,WeiQiang Lin,0,7,0,3.8,114,版本 1.9.1,优化性能 提升稳定性,WeiQiang Lin,105.4 MB,图形和设计,iPhone设备需装有iOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。,简体中文， 繁体中文， 英文,9+，偶尔/轻微的卡通或幻想暴力,免费,"Yearly vip subscription
¥168.00


Monthly vip subscription
¥30.00


青柠设计月度会员订阅
¥30.00


 青柠设计月度会员订阅9折
¥30.00


青柠设计月度会员
¥38.00


单买一次H5制作名额
¥28.00


青柠设计季度会员
¥88.00


青柠设计终身会员
¥298.00


青柠设计终身会员限时九折
¥298.00


青柠设计年度会员订阅
¥128.00"
1552823102,国家反诈中心,1552823104,公安部刑事侦查局,0,6,0,2.6,19.6万,版本 2.0.5,1、功能优化、优化体验,criminal investigation department ministry of public security,147.8 MB,工具,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文,17+，无限制网页访问,© 公安部刑事侦查局,免费
598848324,艺术新闻,453405029,Modern Mobile Digital Media Company Limited,0,12,0,4.5,15,版本 3.2.7,-优化UI显示；,Modern Mobile Digital Media Company Limited,36.8 MB,新闻,iPhone设备需装有iOS8.0或更高版本。iPad设备需装有iPadOS8.0或更高版本。iPod touch设备需装有iOS8.0或更高版本。,简体中文,12+，偶尔/轻微的惊悚或恐怖题材，偶尔/轻微的卡通或幻想暴力，偶尔/轻微的现实暴力,© Modern Mobile Digital Media Company Limited,免费
1507144524,天气：天气预报,942889525,Coocent Ltd.,0,12,0,4.4,369,版本 2.1.5,Fix bugs,"KuXun Technology Co., Ltd.",87.5 MB,天气,iPhone设备需装有iOS12.0或更高版本。iPad设备需装有iPadOS12.0或更高版本。iPod touch设备需装有iOS12.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 印地文， 德文， 日文， 法文， 泰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 阿拉伯文， 韩文， 马来文,4+,免费,"天气高级版 - 永久会员
¥298.00


天气高级版 - 月度会员
¥68.00


天气高级版 - 年度会员
¥148.00"
1618137934,中国移动云盘-移动用户免流量,1612019289,China Mobile Internet Company Limited,0,12,0,3.9,"4,609",版本 10.1.0,1、云手机支持全屏使用2、文件新增二维码分享3、语音速记支持日包订购4、文件频道界面风格改版5、支持实况图片上传查看,China Mobile Internet Company Limited,519.3 MB,效率,iPhone设备需装有iOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,9+，偶尔/轻微的卡通或幻想暴力,免费,"白银会员连续包月
¥12.00


白银会员1个月
¥12.00


黄金会员连续包月
¥25.00


黄金会员1个月
¥25.00


钻石会员连续包月
¥52.00


钻石会员1个月
¥52.00


移动云盘实时语转写记权益(1天)
¥3.00


移动云盘PDF格式转换权益(1次)
¥3.00


移动云盘钻石会员（1年）
¥480.00


移动云盘黄金会员（1年）
¥198.00"
1525347157,桌面时钟 - 翻页时钟全屏时间显示悬浮时钟,999799394,shaojie shi,0,7,0,4.8,18.2万,版本 2.8.2,Fix bugs,shaojie shi,139.8 MB,参考资料,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 德文， 意大利文， 日文， 法文， 简体中文， 繁体中文， 英文， 西班牙文， 韩文,4+,免费,"永久会员
¥15.00"
525701980,动动-运动计步器和跑步健身减肥教练,525701983,"Beijing Mandianshenghuo Technology Co., Ltd",0,6,0,4.9,7.6万,版本 8.6.1,修复已知问题，提升稳定性。,"Beijing Mandianshenghuo Technology Co., Ltd",330.8 MB,健康健美,iPhone设备需装有iOS10.0或更高版本。iPod touch设备需装有iOS10.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 繁体中文,4+,© pacer.cc,免费月卡（自动续费），¥18.00，，，月卡（自动续费），¥18.00，，，季卡（自动续费），¥45.00，，，年卡（自动续费），¥158.00，，，21天初级减脂训练营，¥98.00，，，月卡，¥28.00，，，21天减脂走训练营（会员），¥68.00，，，28天强化燃脂训练营，¥198.00，，，季卡，¥88.00，，，28天强化燃脂训练营（会员），¥148.00
1139733348,洪恩识字-趣味汉字育儿好帮手,1104233936,iHuman Inc.,0,12,0,4.8,101.9万,版本 3.8.2,【新增】六一主题页面，祝小朋友节日快乐！,"Human and Perfect Future Education co.,Ltd",838.9 MB,教育,iPhone设备需装有iOS9.0或更高版本。iPad设备需装有iPadOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,简体中文， 英文,4+（为，6–8，岁儿童设计）,免费,"识字 + 子集绘本月卡
¥24.00


识字 + 子集绘本季卡
¥68.00


识字 + 子集绘本年卡
¥198.00


识字+子集绘本永久包
¥388.00


永久识字包
¥298.00


识字+子集绘本月卡 优惠价
¥9.00


永久成语包
¥98.00


识字+子集绘本季卡 优惠价
¥24.00


识字+子集绘本年卡 优惠价
¥83.00


子集绘本包
¥158.00"
1079718756,鲨鱼记账-3秒钟快速记账手机助手,1079713423,"Beijing Shark Pioneer Network Technology Co.,Ltd",0,12,0,4.9,185.2万,版本 4.37,进一步优化了使用体验,"Beijing Shark Pioneer Network Technology Co.,Ltd",185.3 MB,财务,iPhone设备需装有iOS9.0或更高版本。iPod touch设备需装有iOS9.0或更高版本。,英文,4+,免费,"1个月VIP（自动续费）
¥15.00


3个月VIP（自动续费）
¥38.00


12个月VIP（自动续费）
¥148.00


24个月VIP
¥118.00


12个月VIP
¥98.00


1个月VIP
¥18.00


6财富币
¥6.00


1周VIP（自动续费）
¥5.00


免广告连续包年（自动订阅）
¥12.00


3个月VIP
¥50.00"
1595765605,C语言代码编译器-在线代码编辑器工具,1476811365,Xiamen Yidong Network Technology Company Limited,0,12,0,2.9,37,版本 1.0.2,1、【618知识狂欢节已开启】VIP买1年送1年！限时赠送，手慢无！2、为了让学习过程更美好，优化了部分页面的体验；同学们如果觉得我们做的还不错，请赏赐一个好评吧～有任何建议或问题都可以在APP内点击“我的-意见反馈”进行反馈,Xiamen Yidong Network Technology Company Limited,57.1 MB,软件开发工具,iPhone设备需装有iOS11.0或更高版本。iPad设备需装有iPadOS11.0或更高版本。iPod touch设备需装有iOS11.0或更高版本。Mac需要macOS 11.0或更高版本以及装有Apple M1或更高版本芯片的Mac。,俄文， 印度尼西亚文， 土耳其文， 德文， 意大利文， 日文， 法文， 泰文， 简体中文， 繁体中文， 英文， 葡萄牙文， 西班牙文， 越南文， 阿拉伯文， 韩文， 马来文,4+,免费,"C语言代码编译器年费VIP
¥68.00


108学币
¥108.00


698学币
¥698.00


268学币
¥268.00


68学币
¥68.00


30学币
¥30.00


6学币
¥6.00"
