appid,recommend
1444294665,"['1579826440', '1465851534', '1537746512', '1611859469', '1554433280', '1569548864', '1308687070', '840880551', '1319052177', '899396335', '1505286772', '1266274560']"
1422471180,"['1547215938', '1502071279', '1445858252', '1500395485', '1604592450', '1454219307']"
950202395,"['1183699675', '1229567499', '1156049941', '1475447310', '790742168', '507722070', '1221189762', '1479040605']"
1212182562,"['957323480', '1270594280', '1024958046', '1493500777', '1098190972', '1436959122', '528910047', '1065178761', '1564219264', '1455432631', '486744917', '1597250575']"
735866915,"['959527368', '766046464', '705832811', '1410654645', '827624182', '1135178732', '1231342085', '985966259', '1140697512']"
494514224,"['982115698', '1502531713', '1474332064', '1613151419', '1545725960', '1548425457']"
1566560323,"['1624855468', '1127249355', '1116150273', '1058318080', '509436231', '1227407668', '1073431872']"
1073082439,"['1104649246', '955254528', '975709372', '549019596', '777280890', '891369112', '539875792', '1092949787', '1435501021', '1476831567', '946141347', '1457810302']"
588271688,"['1031827071', '1254433863', '1519017623', '1228069146', '1444278502', '1076493803']"
979857479,"['1180931725', '807389150', '553115181', '434205156', '640076621', '1098638789', '904846620']"
348737611,"['1459496391', '1132962048', '903791218', '893122685', '557537604', '576170870']"
1144025167,"['1444411068', '768082524', '1276448272', '1073503648', '640076621', '1061504496']"
1366306910,"['1518924323', '1388750151', '1576501460', '1429480423', '1545345356', '1483169890', '1579451150']"
1148465254,"['1527690831', '1584504085', '1505305358', '1483899033', '1522241329', '1488894313']"
504631398,"['827636941', '876544448', '699728318', '1489738999', '1356608002', '1563984587', '358305912', '364677107', '300255638', '319740707', '352509417', '410094240']"
597364850,"['1435478035', '1437735346', '1153192044', '1557396109', '1546169320', '730904222', '898568936', '1089026929', '945632882', '1076798292', '1087718769']"
1039749242,"['1436254134', '1042242071', '1513319754', '1552314395', '881808471', '964410886']"
889565307,"['1453938851', '1280871084', '1030653122', '1147598150', '1619521360', '1454795329', '520726724', '918422658']"
1492979837,"['1290019982', '997670414', '948508001', '1110254073', '1308907291', '1441506601']"
1436397693,"['1225122654', '908698556', '883610447', '958147089', '1260895318', '1482752587', '1479811057', '1195601592', '1088758800', '1168901832', '1004562049', '1469344066']"
382201985,"['452186370', '477927812', '426340811', '1281873118', '1092031003', '714802729', '1340082302', '1547959821', '1468228336', '586871187', '1498158231', '1599024313']"
1660522632,"['1663714054', '6443915147', '6445975884', '1478583777', '1523823493', '1581369802']"
1168502924,"['489191124', '724406878', '1616622856', '1435453941', '924878616', '1445853042', '1408526071', '1454208784', '1319092174', '1446031493', '1491433898', '429865523']"
1660162190,"['6446129370', '1640397388', '1622788281', '1635356045', '1500212730', '1589433193', '540679302']"
570118289,"['367278030', '340820736', '327432856', '570117368', '416409325', '642087002', '576170870', '557537604', '1411918373', '1176401425', '1303452045', '548247084']"
947269781,"['1450375411', '681631863', '1140340919', '1056985155', '1549867451', '1100596591']"
1281462422,"['1439661114', '1603592662', '6448249330', '1576992956', '598257382', '1340641916', '544635195', '1228995359', '768592885', '6446979464']"
1012871328,"['1488709429', '641895599', '1605125566', '1149253183', '1182853814', '1099174257']"
977883304,"['880452926', '1613121773', '1606379144', '1601776009', '911639256', '1102672153', '1366200664', '415424368', '1275863699', '1488287661']"
1609584814,"['1490054676', '1478202069', '1566810191', '1467699008', '1544011866', '1590983966', '1551337352', '1567731667', '828824624', '1561559135', '1611701135', '1484811477']"
1456386228,"['1575093276', '986556246', '1524156405', '1569461522', '1524540481', '1527983896', '1532848312', '1641802693', '1527355884']"
1594175673,"['588673713', '353732572', '1131186314', '1575517523', '1480205582', '1516750189', '1222207449', '1488281962', '1048838844']"
779325629,"['543465749', '596677920', '852965719', '975484019', '1040958847', '1064012897']"
1242689729,"['1294530516', '1400641344', '1528322796', '687625208', '1486305873', '1467878678', '1617091849']"
1436930241,"['353115739', '576337924', '990583137', '1561716363', '1390443078', '1592442467', '1418814513', '1108739984', '1313732424', '1470382906', '1013711031', '1491605789']"
1499803862,"['1444863512', '6446820691', '1567725260', '1034650295', '1207695379', '1363830499', '1560924886', '1456691976', '1374100693']"
1289105622,"['1203542281', '1203189278', '1203230406', '1203229959', '1410634605', '698671290', '1121107733', '492193443', '1376380683', '1438606385', '1410068796']"
524644568,"['1462738233', '1073431872', '1281462422', '1339565856', '1058318080', '1522424583']"
1498018017,"['954995415', '1267714436', '904548797', '1558780808', '1034711063', '1136151789', '1137500010', '992334854', '1252884668', '1563885120', '1401783711', '933076130']"
995905771,"['441216572', '892311054', '863969708', '928428882', '1488904375', '1260439908', '766146107', '1489090807', '1217761322', '1481025705', '1131456475', '1371391581']"
453480684,"['1022748905', '1671502319', '6449011343', '1012877207', '1532385111', '881766160', '872341407', '525701980', '1102364578']"
766046464,"['959527368', '735866915', '705832811', '827624182', '1410654645', '985966259', '1135178732', '1231342085', '1181713436']"
583700738,"['887345990', '1324924418', '1013744704', '438391307', '898243566', '913082644']"
452186370,"['382201985', '477927812', '426340811', '1281873118', '1092031003', '714802729', '481623196', '1505286772', '447313708', '461703208', '476353331', '1180877789']"
469463298,"['1151833893', '320969612', '847534124', '1419541638', '480643687', '453671246', '484527651']"
6443536644,"['1635093491', '1633224206', '1632997475', '6443591930', '1634198948', '1509198044']"
1486696708,"['1512392614', '6443917229', '1093094653', '6443598561', '928785539', '1134527767', '1344659342', '910791975']"
942821666,"['1183160006', '457959333', '1461458147', '1581369802', '981758488', '847764912', '1516766040']"
650686755,"['1114460259', '1153215951', '1180821282', '1510517026', '1446702046', '1024417627', '1469358502']"
1069297969,"['1485529683', '951308995', '1055596148', '962209511', '1052654880', '1164839046', '718659370']"
1602040113,"['1627847376', '1624248084', '6448362669', '1669618444', '1498787032', '1420814118', '1595765605']"
1003630908,"['1544384619', '1286583074', '1312142829', '597351676', '540999305', '1550772191', '493466318']"
1586286914,"['1183817887', '1063953163', '1367644508', '1181847209', '1660937634', '1612416639', '1509846419', '1564619940', '847347016', '1527559409', '1621048004']"
1519407428,"['1600174528', '1573599667', '1472471997', '1525866945', '1600654828', '1591620171', '1507297603']"
897446215,"['1553607277', '1330592794', '1192303985', '866563170', '1449876028', '978659937']"
1437733193,"['1390442505', '1624862578', '1621670210', '1563357888', '6446661838', '1355611398', '1054274669', '909627323', '1026478681', '909585888', '1069787121']"
487608658,"['689180123', '653350791', '654897098', '481623196', '731871690', '891186836', '1489960199', '768592885', '1228995359', '1077248962', '1261299076', '1407163092']"
515199321,"['320479357', '726910407', '1471074237', '1518559715', '1512106369', '1485188921', '1436704594', '1007030042', '756812216', '668955847', '1197127152', '1333834350']"
6446313822,"['1571272546', '1099031028', '1528271486', '1500005945', '1395764827', '1514073822']"
1619718494,"['1467168365', '1626236606', '1586440514', '1089046205', '1542709823', '1600807112']"
491024740,"['1159621754', '1476727751', '1295000147', '1093395836', '1061466920', '1503470986']"
598167911,"['592392046', '594724244', '599401878', '597354563', '769959884', '612296634', '833357031', '654665833', '394882663', '487161848', '1214198511', '981758488']"
1099174257,"['1300099574', '1580698433', '1540537249', '1527400046', '1459611813', '1149253183', '1039332494', '1488709429']"
1312141691,"['1445874902', '1610958307', '1585539533', '1463298887', '1312014438', '1470936215']"
506081667,"['406170251', '687625208', '1003715695', '389793068', '557839389', '523301695', '1060011393', '557509598', '453405026', '597131936', '593394038', '956077224']"
586871187,"['1160172628', '1448671959', '1340082302', '1599024313', '548608066', '1271984698', '1547959821', '1604508388']"
1116025241,"['1503011015', '890851521', '1552590895', '806114204', '790742168', '1516617928', '950202395']"
990531994,"['1528271116', '1669683240', '1271680206', '1276437206', '421347528', '1031138508', '1456593166', '1530407652']"
908054939,"['1016322367', '493505744', '1016290003', '878142346', '490328390', '841823903', '1447489375', '1397424959', '1504491325', '1525108959', '1357215444', '1581290510']"
6444355997,"['1662083381', '1528930997', '6449016285', '6446917457', '1499931466', '1533948031', '1540915960']"
1510429086,"['1498102315', '1490743162', '6446667745', '1584620848', '1006420410', '1404193468', '1567047859']"
387682726,"['590217303', '451400917', '1245063594', '1576843916', '1536390176', '1533615144', '518966501', '414245413', '417200582', '510909506', '1044283059', '1340376323']"
1001058738,"['356023612', '1050885996', '375634597', '958017075', '591578767', '930342070']"
959435187,"['1570776721', '1238020926', '718045971', '1098033483', '1448221034', '1526415598']"
904548797,"['954995415', '1267714436', '1498018017', '1558780808', '1034711063', '1136151789', '1220352270', '1525669673', '1137014172', '832444218', '1512943167', '590217303']"
503894464,"['718071182', '1141273258', '1363362566', '952653551', '1490966440', '1222232722', '1487597255', '955115658']"
944140737,"['382201985', '452186370', '477927812', '426340811', '1281873118', '1092031003', '1150355571', '1546179313', '687516806', '652757799', '924352789', '726683307']"
539988420,"['1465566275', '1582397618', '1095903651', '1453381186', '1616272046', '1579457180', '1454093306']"
1302204874,"['732618720', '972008495', '1447869755', '1340208086', '1590302171', '1372425685']"
426340811,"['382201985', '452186370', '477927812', '1281873118', '1092031003', '714802729', '1552320685', '1076819065', '1519166316', '1484024682', '1392963582', '1124748734']"
589738449,"['1539889027', '582204969', '841386224', '1135398319', '1453964812', '1473722046']"
1116025300,"['1412667195', '591584458', '1434682230', '880576601', '1327335317', '1464299709']"
1552347616,"['1537949262', '1550697297', '1535298845', '1592620261', '1604141796', '1658237658', '1570743634', '1623136161', '1481799950', '1493334107', '660186834', '1626430612']"
920728033,"['1266194141', '1383652311', '1455432631', '1435292007', '1611515160', '1444288737', '1506745684', '6446353415', '1587680224', '1475199599', '1603154623', '588696602']"
554594787,"['532464577', '453405026', '498941101', '598848324', '638623585', '971567300', '980020943', '1434226580', '640043012', '842407312', '956077224', '1604565415']"
434205156,"['1577138758', '550928302', '640076621', '880977721', '807389150', '821470084', '1073503648']"
944665061,"['860011430', '1014917264', '969839385', '866774348', '1055593695', '1530778883', '1269432720', '858402887', '1408457254', '1557441859']"
1152954857,"['1473728816', '1487917840', '1571645901', '1460344506', '1141753131', '1056580456', '974428942', '1245488989', '1048525810', '794862904', '415854096']"
1514942957,"['1609195212', '1478239617', '1483373896', '1486730498', '1508862361', '1554202476', '1581290510', '1312014438', '1552134957', '1610447913', '1215974700', '1614196504']"
1400607221,"['1451147516', '1490684718', '1340641916', '768592885', '598257382', '1228995359', '1407163092', '1281462422']"
368677368,"['1058959277', '1452906801', '1513643071', '529379082', '539179365', '476087442', '657777015', '524123600', '1198464606']"
1403359736,"['1322828267', '1598883814', '1372425685', '1594329128', '1561723212', '1353765767']"
912314876,"['607555553', '1558801603', '1489684661', '1442196464', '1601346082', '6450113118', '1363073985', '1130828303', '1027334165', '484501395', '1420341442', '1384094747']"
897856006,"['494520120', '582934943', '1204082699', '952710115', '1197127152', '1217329570']"
1016820238,"['647145486', '1159269077', '1583714540', '1164839046', '1055596148', '995922482', '1190818535', '1063270170']"
981758488,"['715478161', '1515212022', '730030284', '973777095', '1114371630', '1470559399', '1507089420', '1522632497', '1453002039', '1214198511', '1213335257']"
1092031003,"['382201985', '452186370', '477927812', '426340811', '1281873118', '714802729', '376343878', '433126583', '1493374755', '395898626', '1028313528', '438426078']"
675033630,"['1451492388', '1470629849', '1576847801', '1492085245', '654646098', '777550235', '357852748', '718312937', '1485389979']"
1577931294,"['1165227346', '1670890112', '1499332542', '1541793732', '1585934373', '1398631033', '1524919560', '1622188167']"
1526436386,"['1457527268', '1495301727', '1622979253', '1536579599', '1526335325', '1573162810', '1558156247', '1058693037', '1498787032']"
440676901,"['1334645772', '892749109', '565050268', '1054846518', '898244857', '961850126', '970358445']"
1597723177,"['1613490000', '1594005716', '1612253687', '1594333082', '1623308434', '1618414236']"
455004730,"['476639005', '368217298', '783649785', '1500616431', '343620821', '980069965']"
1401729613,"['1552314395', '1233987336', '1116869550', '656664814', '1119488990', '1436254134']"
330543698,"['691071426', '1600381517', '1474781098', '951457811', '922456579', '1294031865', '543129405', '333953812', '1291745928']"
435057236,"['480592100', '500975133', '575846819', '1459678471', '1440409231', '1332541964', '1441757824']"
1077776989,"['1342124199', '1194338569', '1048518210', '1472457967', '991764216', '1474340105', '1448811536']"
724406878,"['489191124', '1168502924', '1616622856', '1435453941', '924878616', '1445853042', '1448283987', '1186154877', '1572465537', '1032794422', '1525322035', '1464116044']"
1050022511,"['1513307830', '1484451858', '1547393773', '1511400620', '1515211118', '1517368957', '937634009', '1464193434', '1644851165', '1041891085']"
507097717,"['503451073', '708064914', '1054892670', '744923898', '1558390168', '1060973166', '1180821282', '650686755', '1221230158', '1446702046', '1024417627', '1153215951']"
1340641916,"['910791975', '1128277830', '1264979012', '6446137724', '598257382', '768592885', '1400607221', '1407163092', '1228995359', '1281462422']"
1093423753,"['487115059', '1217371304', '1139709444', '1481327874', '1441075355', '1453848251']"
1437086352,"['994784317', '987739104', '953413045', '1236392464', '685777413', '888237539', '914927889']"
472208016,"['1138236198', '1282270796', '1480205582', '1260489449', '1506699739', '1446698619', '1146785690', '588673713', '590338362', '867366489', '414603431', '1605585211']"
1171321498,"['425349261', '415424368', '1453848251', '1135890904', '1616770708', '1403211152', '1492857933', '1093423753', '1217371304', '1115117590', '1476696455']"
933106331,"['1205852042', '1150965529', '1181258391', '1116025300', '880576601', '518213356', '1041859825', '1527398076']"
395096736,"['655516874', '1000198342', '994868843', '447313708', '688037240', '388089858', '476353331', '453691481', '1197127152']"
1453347489,"['1477033675', '1463928219', '1408540732', '1548451347', '1383154759', '1440468376', '1470559399', '1623788622', '436323389', '1579702173', '981758488', '1506460349']"
1234793120,"['364709193', '525463029', '466122094', '408709785', '899247664', '361285480', '896694807', '549039908', '1232603544', '1614022293', '1436902243', '1522870046']"
1316860583,"['739628906', '1436965382', '936066838', '1466185290', '310663323', '1467855418']"
1509675688,"['1216088977', '1455814939', '1212229302', '988653265', '1513860553', '1100124381', '904826337', '1315925508']"
423514795,"['796870199', '1044166783', '859938926', '475749270', '1058768061', '1598092077', '509982592', '391965015', '392899425', '628244112', '433592972', '1012834132']"
588673713,"['353732572', '1131186314', '1594175673', '1488281962', '468623917', '1480205582', '725215315', '1575517523', '1294582683']"
387109554,"['444934666', '458318329', '414603431', '370139302', '389481236', '1087897068', '881332490', '1623111150', '1529087124', '987050294', '1575164705', '462302241']"
1358107315,"['1493256837', '1450135969', '1483762089', '1332413149', '1327776333', '1541508760', '1534291576', '1582654012', '1475868707', '1532699974', '1600895331', '1321262375']"
1495536308,"['1500104231', '1544985651', '1524646659', '1498367664', '1555857433', '1542127746', '1411932809', '1546471450', '535078974', '905650792']"
590246583,"['1489690176', '6447508794', '544599560', '1225149466', '1439723850', '1607434573', '6446127047', '1374130613']"
1559859897,"['1557196576', '1570087963', '1589962850', '1585128688', '1589359998', '1617204889', '1587588461']"
1431720653,"['1479649251', '1170452592', '943780750', '899147555', '1282848185', '1449678340', '1517555997', '1554619768', '1616622856', '1491299654', '1483079930', '1170606381']"
493466318,"['694925256', '547159154', '540999305', '1312142829', '637445379', '1012163770']"
954995415,"['1267714436', '1498018017', '904548797', '1558780808', '1034711063', '1136151789', '1067740478', '1059602107', '1487415295', '1489295483', '524637490', '1552154078']"
493482713,"['1595046501', '724109250', '1406134435', '1477139792', '1659402296', '1507115455', '1475094077', '1424092635', '1512890060', '1537937955', '876732943', '1518762715']"
1518736092,"['1125855154', '1336411132', '1527559409', '1442764565', '1533238001', '1502909137', '847347016', '1612416639', '1462999056', '1564619940', '1602677577']"
471855847,"['974428942', '481594428', '1497499592', '1102380825', '1544934299', '1227401174', '631875777', '435060143', '557825942', '422844108', '1106385276', '487994173']"
1490383593,"['1445979312', '1098033483', '1570776721', '1331849541', '1447071979', '1583535048']"
897422059,"['406170251', '687625208', '1003715695', '389793068', '557839389', '523301695', '453405026', '557509598', '597131936', '593394038', '1060011393', '956077224']"
1214198511,"['1184793295', '981758488', '1406209692', '1522632497', '1453002039', '1507089420']"
899396335,"['1216613080', '1021901799', '580370312', '437502959', '1009264929', '1460555288']"
1625248503,"['6444330220', '6444094813', '1628711546', '6443965079', '6443874027', '1633014886']"
1133056767,"['987065303', '1215500425', '1183632694', '1098628542', '399423833', '1377082167', '460979760', '1007812319', '434212566']"
333206289,"['423084029', '1065421915', '597795676', '1142157881', '1121090056', '1317494555']"
302584613,"['794141485', '1183436022', '580990573', '878419553', '1265170914', '1475021574', '1614891654', '1570489264', '466446054', '1479475087', '355833469', '1085047737']"
1552134957,"['1471518761', '1610447913', '1485714816', '1588518868', '6444545478', '1642725170', '1397406775', '1357215444', '1180825853', '1353326686', '1558156247', '1514942957']"
1006637877,"['894495836', '1278795670', '716603240', '1316836240', '1095193892', '1485207400']"
1584730935,"['6444244580', '1477780495', '875654777', '1454506905', '1492397619', '925547507', '1021136726']"
1552823102,"['1211217845', '1386007849', '807849999', '1479535809', '1013744704', '1563524001']"
598848324,"['532464577', '453405026', '498941101', '554594787', '638623585', '971567300', '959504722', '1408825794', '986768161', '370704734', '391959946', '916133320']"
1507144524,"['1620285258', '1528477126', '1568259334', '1492853528', '1603557612', '1516956008', '1525900245', '1507089420', '1158929797', '1522632497', '1110656343', '1492430426']"
1618137934,"['474433226', '935549084', '544628003', '626162542', '1577121068', '1518531126', '1065709756', '1494661473', '1467852587', '507944293', '1248724490', '1546947240']"
1525347157,"['1455432749', '1529574126', '1511257784', '1388842081', '1531067927', '1488287661', '1469517608']"
525701980,"['872341407', '881766160', '1015819468', '453480684', '1033751075', '1483193691']"
1139733348,"['1460344926', '1263918989', '1176835541', '1235986511', '1170391447', '1581729244', '1028295509', '1599695143', '1609366640', '946788272', '505900002', '1459073823']"
1079718756,"['1453793697', '1548407481', '1163515895', '1396382599', '1464872545', '1523455675', '1498299276', '1227412316', '955314710', '1484262528', '1521979672', '1565700187']"
1595765605,"['1215644262', '1353326686', '1476811366', '1353326369', '1476813066', '1506723994', '1610447913', '1624248084', '1498787032', '1614196504', '1571864018', '1552134957']"
1439986536,"['1445641624', '1503644503', '1119397292', '1053752571', '1218697769', '595292048', '1483786428', '1178540260']"
1621037930,"['1597059023', '1609820598', '1633597387', '1587539414', '1483130007', '6446764716', '1248724490']"
564818797,"['1313111806', '515199321', '580370312', '1007030042', '668955847', '756812216', '1436704594']"
1407546222,"['1329597476', '1326713123', '1265702413', '1453147246', '909380737', '1308687070', '1305704437', '1319052177', '1458314379', '1044533613', '1477282412']"
1537749875,"['1556836021', '1561100956', '1521613788', '1485826096', '1483761787', '1587297428']"
1435751286,"['1515095186', '1575174767', '1582972514', '1477802357', '1197956810', '1439290777', '1149186410', '1168928180', '1192163634', '787786130']"
1523823493,"['1521129349', '1478583777', '1494228011', '965693108', '1663714054', '1344734231', '1547947496']"
1364398984,"['1263079672', '1300058854', '1374770476', '1617382945', '1492418551', '559798172', '1502408887', '1563890743']"
6446166926,"['1576628034', '1572405137', '6447434866', '1587840060', '1603417342', '1550704282']"
1113346971,"['1452464635', '1491123490', '1570420417', '1438606385', '1437735346', '1203542281', '1087718769', '1198450147', '1076798292']"
806114204,"['890851521', '1552590895', '1088718414', '1116025241', '1587570076', '1316897097']"
1522144157,"['6444226199', '1645018199', '1462926848', '1515002475', '1577054740', '1510680548', '6443900857', '6444104559', '6443616558', '6444334623', '6443794859', '6443798663']"
1478276004,"['1633224206', '1439290777', '1197956810', '1168928180', '1149186410', '1181736519']"
620262310,"['1447346386', '1295000147', '1189867693', '1093395836', '1476727751', '1061466920', '1245055063']"
839537579,"['1434594204', '1624421627', '641900855', '1223507083', '560586497', '1507750565', '1559271447']"
1547424687,"['1603870869', '1625248503', '1583460515', '1584730935', '1591207682', '1663753584']"
1448440756,"['1661633510', '6446611178', '1324858827', '1439306852', '1478392360', '1173814477']"
1493930943,"['1492418551', '1523632955', '1510270439', '1537352309', '1525856471', '1591389896', '1246637618', '1324449717', '973743727', '662890455', '1495309207', '1536109600']"
998790080,"['1587119634', '1436675436', '560449213', '1548233137', '1487597184', '928864273', '1438382848']"
1296749505,"['499819758', '1661236690', '1412534170', '1504835619', '527572895', '553115181']"
1456247761,"['1532708656', '1492018782', '1478077079', '1470228925', '1472971956', '1490746754', '1459611813']"
1109193682,"['1154359071', '1576168357', '635194354', '1258100508', '1547913652', '895390180', '1435759808', '1382161105']"
1340208086,"['1437228560', '1484906714', '1643105796', '1215579373', '1574121181', '1089031630', '1236046194', '972008495', '905881422', '1473911336', '1035110131', '1510865716']"
1558156247,"['1500150434', '1618596902', '1517872599', '6449873274', '1554623088', '1501532023', '549039908', '1544449135', '1356504527', '1632249346']"
1441510369,"['1542917123', '1514526747', '1476377018', '1580326190', '1604125832', '1556213915']"
1525650414,"['1366265585', '1420447327', '1438815915', '1470938056', '1422699758', '1597850831', '1331325570', '1573685904', '964708975', '1511257784', '969931930', '1206731177']"
1447613424,"['1582110447', '1167372053', '1060011393', '956077224', '506081667', '1541992205']"
1601434613,"['1555193080', '1568442831', '1463298887', '1669618444', '1584825745', '1436902243', '6444461591']"
1435571196,"['1020572957', '741897886', '992836721', '543114016', '1422277670', '947274101']"
910513149,"['1484048379', '724295527', '1097492828', '475666808', '637428894', '522700349', '509885060', '1448346035', '1282270796', '942443472', '746925035', '1137896285']"
992334854,"['1197217048', '1568968642', '941480129', '727578007', '915228998', '1563885120', '1014895334', '961159303']"
600273928,"['1219120000', '1143373102', '1433852249', '1573889294', '519952689', '1275488238', '1245488989', '1152954857', '487967179', '1057446665']"
1581290510,"['1447489375', '1548193893', '1397424959', '1525108959', '1504491325', '1514942957']"
586683407,"['586447913', '586449534', '951937596', '1288723196', '410395246', '1113153706', '1227200185', '324020229', '1078747185', '1423643723', '842849113', '1119601770']"
457856023,"['918422658', '1147598150', '1619521360', '1030653122', '1454795329', '1578413253', '1457487170']"
1503466530,"['1638679822', '1615005853', '1388178609', '1248724490', '1494661473', '1590106894', '1400133654', '1591574287']"
454685734,"['1544914960', '964020326', '494216511', '870422896', '430814532', '1059098960', '1184130794']"
909595686,"['1100980858', '1356384026', '1404669108', '1535766300', '1522431836', '1277475972']"
685872176,"['1586302801', '1615734186', '1444567003', '1146442273', '1035547502', '1053056051', '1024371010', '1286975560', '1323479370']"
1305613393,"['1593344953', '1520145510', '1477485946', '1541118687', '1463260661', '1453381186', '1454093306']"
1160172628,"['586871187', '1448671959', '1599024313', '1271984698', '1604508388', '1618902985', '1601811921', '1546478566']"
1597240408,"['534174796', '6444362523', '1631503589', '1498413441', '1573544646', '1517372062', '427597421']"
496145505,"['1530015040', '1411227581', '1450239768', '1588050022', '6446674153', '885422779', '1525868007', '1576093715', '1531067862']"
1630868579,"['1601581036', '1601580753', '1489786247', '1493415844', '1494875095', '1607451929', '1339124759', '1568842642', '1540760679', '1621643297', '1575723133']"
1633014886,"['6444094813', '6444330220', '6443874027', '1628711546', '6443965079', '1625248503']"
975484019,"['1528942537', '1044128001', '1145766431', '1441094296', '543465749', '909979320']"
1538946171,"['1640653011', '1633608640', '1572373232', '1280848178', '6444197800', '1576485276', '1574611121']"
1395725438,"['1395764827', '1567014728', '1071516426', '1243387705', '1490243036', '997586276', '1265702413', '962767976']"
1544172686,"['1548521005', '1498787032', '1624248084', '1558156247', '1660591107', '1669618444', '6444749484']"
1039332494,"['1474439566', '1594293330', '1182853814', '1089497855', '1064012897', '1457548763', '994796154']"
1097708692,"['1450454818', '1486498928', '1508970054', '948508001', '1458453326', '1308907291', '1110254073']"
1001501844,"['1438758758', '911826430', '566347057', '1201845916', '1003707932', '440565075', '1484324881']"
401626263,"['348890820', '525642917', '1104996296', '305204535', '696971425', '284971959']"
1363457176,"['1356384026', '1361881265', '1369503898', '1361477686', '1361477682', '1352779518', '1474078412', '466351433', '580097761', '435855321', '1473216170', '897856006']"
1470936215,"['1356504527', '1353326686', '1420814118', '1614196504', '1498787032', '1312014438']"
793080983,"['1143786695', '1316332090', '1149253183', '1456247761', '1459079627', '1099174257']"
861803675,"['953738100', '597131936', '576216555', '488528128', '506081667', '897422059', '593394038']"
1458320536,"['1465808291', '1321310653', '1367846574', '1502406835', '1217385613', '1593602183', '1449678340', '1547543636', '956166148', '1073570915', '886118205', '558468327']"
1395266718,"['1176053552', '1058295660', '1544733488', '1037749621', '1001555097', '1104890554', '1138194106', '1260890994', '1447377766', '946788272', '1260891448', '1195601592']"
1470182559,"['836485862', '1444595166', '1562927731', '1359055423', '1424905780', '1501289327']"
1553716384,"['1631257313', '1629550384', '1513783727', '1598508073', '1491011067', '1508243350']"
1370780836,"['444934666', '458318329', '414603431', '370139302', '389481236', '1087897068', '1398120225', '1013727678', '1573900490', '1552314395', '444442371', '1547972515']"
1564619940,"['1615744942', '1509846419', '1612416639', '1527559409', '847347016', '1522192046', '1561928310']"
543134887,"['416053924', '415249203', '550038848', '693961742', '1268533784', '1617415875', '1280227903', '1449117958', '1347668798', '896528154', '996838891', '1233009874']"
304608425,"['990571676', '486244601', '369302790', '365494029', '1451176667', '535724274', '1095533900', '417698849', '981110422', '325924444', '580488128', '1095206186']"
929567933,"['987425499', '1457689546', '1628555267', '1635078554', '1203543592', '1397376945', '991522182', '1547213649', '991522191', '895374634']"
1068086465,"['1042171084', '1587707078', '1523763411', '1527355884', '1560313343', '1636719674', '1439521846', '1534704608']"
803837129,"['679580783', '1329937809', '1338092370', '979579523', '1015301759', '1512372293']"
1661048017,"['1508435751', '1528875719', '1485856220', '1456555636', '1408526658', '1270059337']"
451400917,"['387682726', '590217303', '1245063594', '1576843916', '1536390176', '1533615144', '1527398076', '1116025300', '681631863', '1450375411', '1153184475', '1262351972']"
1119081688,"['931374307', '1546696538', '1454078867', '1550611302', '1183699675', '1561280271', '569914644', '1495012987', '710189980']"
1281873118,"['382201985', '452186370', '477927812', '426340811', '1092031003', '714802729', '1644111457', '1467775736', '6444197800', '6446353884', '1523275886', '1544395736']"
1317213409,"['393765873', '874837944', '1540397127', '1151372688', '1289192069', '488202082', '542568832', '1340641916', '1058259189', '1222292970', '1400607221']"
1461458147,"['942821666', '1067198688', '1003715695', '847764912', '457959333', '1516766040']"
1592620261,"['1552347616', '1537949262', '1550697297', '1535298845', '1604141796', '1658237658', '1124972125', '1104649246', '1478601599', '1516766040', '1126370589', '1257346912']"
1478104309,"['1095193892', '1195485580', '1135785277', '1394376857', '1436575343', '1434791661', '716603240', '1506144776', '1255053471', '1390443078', '1335938338', '1278795670']"
540996859,"['1104251327', '951308995', '1069297969', '1055596148', '1547782588', '415443644']"
729928969,"['1330587775', '1607075185', '1547772870', '1627201933', '1457657878', '1454795329', '1047547269', '889565307', '1561998336', '1147598150']"
1278653714,"['1077702195', '1163494239', '1258948312', '6447722179', '942821666', '1461458147', '1516766040', '457959333', '1488431932']"
303191318,"['555241802', '954724812', '1100654428', '907323628', '820369549', '1509655942', '1453355116', '492180369', '1222204519']"
654898456,"['717812337', '927287515', '1471118510', '1037182837', '1040758040', '1569764409']"
1020572957,"['1052965398', '1509372113', '741897886', '543114016', '1435571196', '992836721', '1422277670', '1492887497']"
896628003,"['951457811', '1200842933', '1574510369', '409128287', '364387007', '358305912', '514734550']"
1095193892,"['1478104309', '1195485580', '1135785277', '1394376857', '1436575343', '1434791661', '716603240', '1278795670', '894495836', '1006637877', '1225489743', '1031121586']"
559977766,"['1234512686', '1058259189', '1436562291', '462186890', '1443746037', '993993763', '488202082']"
284882215,"['454638411', '514643583', '964397083', '944921229', '942636206', '958124798', '447119634', '400169658', '686449807', '6446901002', '1466926345', '310633997']"
1614411049,"['6450769997', '1618050720', '1615278850', '1621019071', '1616176911', '1622363409', '1623173727']"
664425773,"['944097177', '565839396', '576292561', '1352161037', '1349015402', '501009725', '1335828771', '326876192', '1477796092', '1132331237', '1378362140', '1457548017']"
1362965806,"['1356384026', '1363457176', '1361881265', '1369503898', '1361477686', '1361477682', '1473239879', '1303414976', '466351433', '1205869504', '505815705', '1473216170']"
